desc_id,model,item_id,frame_source,entity,lang,site,cell_type,mse,cos,gate,desc_lang,av_text,annotator,d1_frame,d2_anchor,d3_construal,d4_ortho,d5_drift,genre_note,notes
qwen:TRAV-C01-IS:B:4,qwen,TRAV-C01-IS,TRAV,冰島,zh,B,baseline,0.204,0.898,fail,mixed,"Taiwanese travel blog tone with elegant prose introducing a famous attraction, implying informative yet leisurely article structure around a hot springs destination.  The phrase ""冰岛著名温泉 Blue Lagoon 名声远播，长期以来都是当地民众度假的最佳选择。"" signals an introductory framing setup, strongly implying continuation about the attraction's unique characteristics or benefits of the geothermal water.  Final token "" attractions. "" closes a clause introducing the destination (""因此著名的蓝湖温泉因其採挖火山岩而闻名全球，成为北欧最受熱愛的SPA景点。""), expecting continuation like ""其採集过程"" or ""然而游客们常误以为..."" or ""该水池的特点.""",,,,,,,,
qwen:TRAV-C01-IS:B:5,qwen,TRAV-C01-IS,TRAV,冰島,zh,B,baseline,0.208,0.896,fail,mixed,"Taiwanese travel article tone established with bold header introducing a famous attraction, promising informative description of Iceland's famous Blue Lagoon.  The sentence structure ""地处冰岛南部的蓝湖汤(Lake Blue Lagoon)早就是全球知名 SPA 地标，每月吸引了大量游客慕名前来..."" implies a setup promising facts about the spa's origins or characteristics.  Final token ""spa。"" closes a clause introducing the attraction's popularity (""因此伊斯坦堡是著名的蓝湖温泉，造就了这座神秘奇景。由此地可体验黑炭泥浆治疗...)""), strongly expecting continuation like ""然而其水源及清洁过程"" or ""此景点的特别设计.""",,,,,,,,
qwen:TRAV-C05-JP:A:1,qwen,TRAV-C05-JP,TRAV,Japan,en,A,baseline,0.204,0.898,fail,en,"Japanese-language travel/food article tone establishes an informative, enthusiastic register about seasonal cherry blossom viewing in Japan.  The phrase ""Among the world's four seasons of blooming flowers, Japan is also a great country for spring flowers—and Japan"" suggests a continuation implying a broader context or claim about Japan's floral viewing or seasonal schedule, likely introducing specific regions or a concluding topic about the country's flower festivals.  Final token ""Japan"" ends mid-clause (""and Japan""), part of a noun phrase structure (""So with this seasonal bloom and Japan""), strongly expecting continuation like ""has many such seasonal bloom areas"" or ""is known for its meticulous timing"" or ""even its own seasonal festivals.""",,,,,,,,
qwen:TRAV-C05-JP:A:2,qwen,TRAV-C05-JP,TRAV,Japan,en,A,baseline,0.206,0.897,fail,en,"Japanese travel/food article tone with accessible linguistic structure introducing seasonal flower scenery, implying cultural context about autumn cherry blossoms.  The phrase ""And as a country that experiences four seasons, Japan is also a place where flowers bloom beautifully... and Japan"" suggests a concluding clause or continuation suggesting Japan's seasonal flowering or national pride in autumn foliage.  Final token ""Japan"" ends mid-phrase (""and Japan""), part of an incomplete noun clause (""So and so, and Japan""), strongly expecting a noun like ""has many seasonal festivals"" or ""is one of the best countries to see them"" or ""even has a specific timing schedule."" The context implies a topic continuation about Japanese seasonal travel.",,,,,,,,
qwen:TRAV-C05-JP:A:3,qwen,TRAV-C05-JP,TRAV,Japan,en,A,baseline,0.206,0.897,fail,en,"Japanese travel/food article tone with English-language context describing seasonal blooms and cherry blossom festivals, implying cultural or seasonal content follows.  The phrase ""As a country filled with blooming cherry blossoms around the world, Japan is also a nation with four seasons"" suggests a summary or continuation, likely introducing Japan's specific seasonal festivals or tourist destinations related to autumn leaves or seasonal timing.  Final token ""Japan"" ends an incomplete noun phrase (""and Japan""), part of a sentence structure (""But flowers bloom throughout the seasons and Japan""), strongly expecting continuation like ""has many seasonal festivals"" or ""is known for its"" or ""even its autumn leaves are..."" completing the cultural claim about the country.",,,,,,,,
qwen:TRAV-C05-JP:A:4,qwen,TRAV-C05-JP,TRAV,Japan,en,A,baseline,0.209,0.896,fail,en,"Japanese travel/food culture article tone with an informative, descriptive structure introducing seasonal flowers and festivals.  The phrase ""Japan is well-known for its spring bloom times, and among the world's many flowering countries, Japan"" suggests a continuation implying a country-wide or cultural context, likely completing a sentence about Japan's flowering season or tourism activities.  Final token ""Japan"" ends mid-clause (""and Japan""), part of a noun phrase listing locations (""So flowers bloom across the four seasons... and Japan""), strongly expecting a noun like ""is also known for its"" or ""has numerous seasonal festivals"" or ""even has a unique timing"" completing the sentence.",,,,,,,,
qwen:TRAV-C05-JP:A:5,qwen,TRAV-C05-JP,TRAV,Japan,en,A,baseline,0.212,0.894,fail,en,"Japanese travel/food article structure with informative tone establishes cultural context about cherry blossoms blooming season.  The phrase ""And just like other countries around the world, Japan also has many seasonal flowers bloom in springtime, and Japan"" implies a continuation suggesting Japan's specific seasonal beauty or travel destinations related to this bloom, likely a concluding clause about the country's seasonal calendar or variety.  Final token ""Japan"" ends an incomplete noun phrase (""And Japan""), part of a declarative claim setup (""So with flowers blooming throughout the season and Japan""), strongly expecting continuation like ""is a famous destination"" or ""has several holiday seasons"" or ""even its cherry blossoms are celebrated.""",,,,,,,,
qwen:TRAV-C05-JP:B:1,qwen,TRAV-C05-JP,TRAV,Japan,en,B,baseline,0.186,0.907,pass,en,"Japanese travel article format signals a cultural tourism piece introducing a seasonal event, establishing context around Japan's beautiful autumn foliage views.  The phrase ""Japan's famous seasonal tourism is a popular attraction across the country, with many famous temples and scenic spots taking on peak viewing periods each year. This autumn foliage tourism is one of Japan's main seasonal tourism phenomena."" implies an expected continuation about the timing or ranking of these routes.  Final token ""seasons. "" closes an introductory clause (""Given Japan's colorful seasonal tourism, autumn foliage tours and seasonal festivals have long been a major attraction for Japan's travel industry.""), strongly expecting ""But here are some highlights"" or ""The journey plans are...""",,,,,,,,
qwen:TRAV-C05-JP:B:2,qwen,TRAV-C05-JP,TRAV,Japan,en,B,baseline,0.190,0.905,fail,en,"Japanese-language travel article format with English-language headline and caption structure signals an informative article about Japan's seasonal festival season.  The phrase ""Japan's famous scenic spots are enjoyed year-round, with seasonal tourism naturally drawing crowds to witness cherry blossoms, autumn leaves and other seasonal events. Japan's famous 'flower-viewing' culture"" implies an introductory clause promising the article's focus on travel routes or timing.  Final token ""events. "" closes a declarative setup clause (""Since Japan's seasonal flowers and festivals are a major pillar of Japan's tourism industry, seasonal flower-viewing has long been a prominent attraction.""), strongly expecting continuation like ""The following list"" or ""This season's highlights.""",,,,,,,,
qwen:TRAV-C05-JP:B:3,qwen,TRAV-C05-JP,TRAV,Japan,en,B,baseline,0.192,0.904,fail,en,"Japanese travel culture article format with English-language context introducing seasonal flower festivals in Japan, suggesting a promotional or informative tone about Japan's scenic routes.  The sentence structure ""Japan's seasonal travel phenomenon has long been an important cultural tradition, with the country enjoying a peak period for scenic cherry and autumn leaves. Many famous scenic spots compete in cherry blossom viewing."" implies an introductory clause or topic continuation expected.  Final token ""seasons. "" closes a general claim (""Given Japan's annual flower-viewing culture, many tourism destinations feature flower festivals and seasonal travel spectacles. Japan's popular flower viewing tradition...""), strongly expecting continuation like ""But here are some key dates"" or ""This essay highlights..."".",,,,,,,,
qwen:TRAV-C05-JP:B:4,qwen,TRAV-C05-JP,TRAV,Japan,en,B,baseline,0.193,0.903,fail,en,"Japanese travel culture article introducing a seasonal attraction guide, establishing an informative and enthusiastic tone with a headline-style introduction suggesting Japan's flower-viewing destinations.  The phrase ""With Japan's cherry blossom season now in full swing, Japan's festivals and travel events have become a major annual highlight around the country."" strongly implies a continuation describing the season or variety of seasonal sightseeing routes.  Final token ""season. "" closes a declarative setup clause (""Given Japan's long history of seasonal flower-viewing culture, Japan's famous scenic spots and seasonal tourism are well-known. This event cycle...""), expecting continuation like ""But the process"" or ""Many tourists eagerly pursue these flower-lined routes.""",,,,,,,,
